	id	session	note.quality	food.present	no.intx.yes.no	tbl.lion.hyena.sessions.notes	session.error.notes	hy.id	time	order	behavior	target	distance	leader	food	tbl.lion.hyena.individual.behaviors.notes	clan	location	date	start	stop	plate	spratio	diagnosis	age	hum.pop.den	sample	kay.code	dart.date	sample.origin	notes.appearance	dart.year
11	1139	t10847	3	TRUE	FALSE	"huge scn.hys so bth sides slp crk.obs.in. ci's (bshs, detour to d, etc.)except 612-730.no ci's 736-742(poop).ln fd frsh gnu carc in lug 20-80m-hys when arr.mp,kon,rv bldy.obs thnk hys md kill & ln stole b/c svral hys v bldy.ot ft bldy.cr,jab,sy,fn,dd bldy"	"i would call this male lion an adult because the observers could tell his sex even when he is all but oos in the lugga when arr. rv's abbreviation is wrong in the notes at 0629. says \rav\"", which is the abbreviation for a hyena born in 2007 (ravioli)"""	oly	6:07:00	12	scan	NA	20-80	FALSE	NA	NA	talek	k	10/26/96	6:07:00	9:05:00	plate5	0.77	positive	subadult	low	5020	202	6/12/97	blood	NA	1997
12	1140	t10847	3	TRUE	FALSE	"huge scn.hys so bth sides slp crk.obs.in. ci's (bshs, detour to d, etc.)except 612-730.no ci's 736-742(poop).ln fd frsh gnu carc in lug 20-80m-hys when arr.mp,kon,rv bldy.obs thnk hys md kill & ln stole b/c svral hys v bldy.ot ft bldy.cr,jab,sy,fn,dd bldy"	"i would call this male lion an adult because the observers could tell his sex even when he is all but oos in the lugga when arr. rv's abbreviation is wrong in the notes at 0629. says \rav\"", which is the abbreviation for a hyena born in 2007 (ravioli)"""	lop	6:07:00	13	scan	NA	20-80	FALSE	NA	NA	talek	k	10/26/96	6:07:00	9:05:00	plate4	0.43	doubtful	cub	low	5532	162	2/26/96	blood	NA	1996
13	1141	t10847	3	TRUE	FALSE	"huge scn.hys so bth sides slp crk.obs.in. ci's (bshs, detour to d, etc.)except 612-730.no ci's 736-742(poop).ln fd frsh gnu carc in lug 20-80m-hys when arr.mp,kon,rv bldy.obs thnk hys md kill & ln stole b/c svral hys v bldy.ot ft bldy.cr,jab,sy,fn,dd bldy"	"i would call this male lion an adult because the observers could tell his sex even when he is all but oos in the lugga when arr. rv's abbreviation is wrong in the notes at 0629. says \rav\"", which is the abbreviation for a hyena born in 2007 (ravioli)"""	stg	6:07:00	14	scan	NA	20-80	FALSE	NA	NA	talek	k	10/26/96	6:07:00	9:05:00	plate3	0.56	positive	adult	low	5551	164	7/2/97	blood	NA	1997
14	1142	t10847	3	TRUE	FALSE	"huge scn.hys so bth sides slp crk.obs.in. ci's (bshs, detour to d, etc.)except 612-730.no ci's 736-742(poop).ln fd frsh gnu carc in lug 20-80m-hys when arr.mp,kon,rv bldy.obs thnk hys md kill & ln stole b/c svral hys v bldy.ot ft bldy.cr,jab,sy,fn,dd bldy"	"i would call this male lion an adult because the observers could tell his sex even when he is all but oos in the lugga when arr. rv's abbreviation is wrong in the notes at 0629. says \rav\"", which is the abbreviation for a hyena born in 2007 (ravioli)"""	rinc	6:07:00	15	scan	NA	20-80	FALSE	NA	NA	talek	k	10/26/96	6:07:00	9:05:00	plate4	0.03	negative	cub	low	5662	170	6/8/96	blood	frozen on side	1996
15	7231	t1088.2	2	FALSE	FALSE	fas on bo at 0725-0756. hyena is bloody.	NA	sy	7:47:00	3	dist	NA	45-50	FALSE	NA	NA	talek	o	6/5/90	7:24:00	7:56:00	plate3	0.47	doubtful	adult	low	4989	21	12/19/90	blood	frozen on side	1990
16	4550	t11175	2	TRUE	FALSE	"in. ci's.\2 male lions form the focus for this scene. they (one at a time) feed on the remains of a carc.,which we never identify.\""arr lions here, 1 fd 1 so.jone,rinc,who,jab,ua bldy.lg v.bldy.bb slightly bldy.tape, no id# gvn.lns abnd k (almst all gone)"""	NA	tz	6:54:00	1	scan	NA	9-15	FALSE	NA	NA	talek	k	2/9/97	6:35:00	7:20:00	plate3	0.78	positive	adult	low	4054	105	8/11/93	blood	p frozen at top	1993
17	1169	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	wash	7:06:00	1	scan	NA	135-165	FALSE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate4	0.4	negative	cub	low	7608	212	6/30/97	blood	NA	1997
18	1170	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	linc	7:06:00	1	scan	NA	135-165	FALSE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate4	0.09	negative	cub	low	7584	211	6/30/97	blood	NA	1997
19	1171	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	gil	7:18:00	1	mob	lion	15?	TRUE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate5	-0.01	negative	cub	low	4699	87	7/18/93	blood	no hyena id on vial	1993
20	1811	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	gonz	7:18:00	1	mob	lion	15?	FALSE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate4	0.6	positive	cub	low	5035	206	6/9/97	blood	NA	1997
21	1816	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	nav	7:06:00	4	nu	"wash, linc"	135-165	FALSE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate4	0.12	negative	cub	low	7392	100	7/21/93	blood	NA	1993
22	1817	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	gil	7:06:00	1	scan	NA	148-152	FALSE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate5	-0.01	negative	cub	low	4699	87	7/18/93	blood	no hyena id on vial	1993
23	1819	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	gonz	7:06:00	1	scan	NA	144-156	FALSE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate4	0.6	positive	cub	low	5035	206	6/9/97	blood	NA	1997
24	1820	t11259	3	FALSE	FALSE	"when arr at den, only hyenas present"	"maz should be listed in ids present, making the n id hyenas 13."	kang	7:06:00	1	scan	NA	144-156	FALSE	NA	NA	talek	d	3/8/97	6:23:00	7:24:00	plate4	0.15	negative	cub	low	5038	205	6/9/97	blood	NA	1997
25	6991	t12214	2	TRUE	FALSE	"in cis until ~0630.lns \almost certainly been there since we first arrived.\""2 lrge sep patches bld & rumen, 1 v close to 2 m lns, other ~50m-them.hys get topi horns, so has been a topi kill. think hys made kill,lns attcted once mostly eaten. #lns=minimum"""	"context should be \k\"""""	par	6:29:00	2	scan	NA	155-195	FALSE	NA	NA	talek	k	7/2/97	6:00:00	7:00:00	plate4	0.72	positive	cub	low	4888	119	6/23/94	blood	edta	1994
26	9195	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	kb	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	0.59	positive	adult	low	4368	39	2/28/91	blood	pink	1991
27	9196	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	bsh	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	1.05	positive	adult	low	6879	27	5/2/94	blood	NA	1994
28	9197	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	bud	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate5	0.97	positive	subadult	low	7534	18	12/1/90	blood	color red	1990
29	9198	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	bb	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	0.8	positive	adult	low	7508	10	12/8/93	blood	NA	1993
30	9199	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	en	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	0.72	positive	adult	low	5236	47	7/6/91	blood	tube says 7/7/91	1991
31	9200	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	rv	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate4	0.44	doubtful	cub	low	7338	20	12/7/90	blood	edta	1990
32	9201	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	sy	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	0.47	doubtful	adult	low	4989	21	12/19/90	blood	frozen on side	1990
33	9202	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	mw	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	0.88	positive	adult	low	3795	40	3/4/91	blood	NA	1991
34	9203	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	dj	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	0.59	positive	adult	low	5745	30	1/19/91	blood	pink	1991
35	9204	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	ua	16:28:00	3	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate3	0.71	positive	adult	low	3770	36	6/26/94	blood	"says \junk p\"" on tube"""	1994
36	9267	t1605	2	TRUE	FALSE	"adult topi kill. hyenas are bloody, obs thinks kill made by hyenas. lions are all nearly full grown do not know sex. fas on en 1632-1820 fas on int 1632-1832 fas on sy 1632-1900 .  combies here scaring hyenas."	hol never ided without ? so 1 unid also big red muddy male is unid. unid=2. lions are subadult.	sx	17:30:00	1	dist	NA	1-5	FALSE	NA	NA	talek	k	7/2/91	16:20:00	19:00:00	plate5	0.76	positive	subadult	low	3977	29	12/28/90	blood	p frozen on side of tube	1990
37	9933	t1738.6	2	FALSE	FALSE	fas on fa 0700-0823.  this writing is very hard to read confusing sesion. i believe only 1 lion present obs switches from saying lioness to lion but does not say second lion appear. after lion intx combies come and scare hyenas. don<U+2019>t think gw or sb here.	missing bf from hyena list. cant find gw or sb in notes	gan	7:00:00	1	scan	NA	30-90	FALSE	NA	scan	talek	o	9/14/91	7:00:00	8:23:00	plate4	0.47	doubtful	adult	low	4860	90	6/7/92	blood	NA	1992
38	9943	t1738.6	2	FALSE	FALSE	fas on fa 0700-0823.  this writing is very hard to read confusing sesion. i believe only 1 lion present obs switches from saying lioness to lion but does not say second lion appear. after lion intx combies come and scare hyenas. don<U+2019>t think gw or sb here.	missing bf from hyena list. cant find gw or sb in notes	gan	7:12:00	1	dist	NA	5-6	FALSE	NA	NA	talek	o	9/14/91	7:00:00	8:23:00	plate4	0.47	doubtful	adult	low	4860	90	6/7/92	blood	NA	1992
39	1204	t19570	3	TRUE	FALSE	"flw m hys to ad gnu carc.6 hys here already,@least some of these fd carc.3 lns,no dist given from carc/hys,but prob ~60m-carc based on l8r scan.2 hys fat.baitings this sess.some driving b&f ov lug,so some in cis.eles tromp ov carc 0653.tape, no id# (0730)"	"linc present this sess, so should be added to ids present, and the n id hyenas should be 16. the lions are referred to as \lionesses,\"" and so should have their age changed to \""adult\"""""	bp	6:29:00	1	dist	NA	58-62	FALSE	2m- adult gnu carcass	lioness is 60m-carcass	talek	k	8/18/99	6:22:00	7:30:00	plate3	0.65	positive	adult	low	5682	178	7/15/97	blood	edta; pink; frozen on side	1997
40	1205	t19570	3	TRUE	FALSE	"flw m hys to ad gnu carc.6 hys here already,@least some of these fd carc.3 lns,no dist given from carc/hys,but prob ~60m-carc based on l8r scan.2 hys fat.baitings this sess.some driving b&f ov lug,so some in cis.eles tromp ov carc 0653.tape, no id# (0730)"	"linc present this sess, so should be added to ids present, and the n id hyenas should be 16. the lions are referred to as \lionesses,\"" and so should have their age changed to \""adult\"""""	bos	6:29:00	2	dist	NA	50-70	FALSE	10m-adult gnu carcass	lioness is 60m-carcass	talek	k	8/18/99	6:22:00	7:30:00	plate3	0.64	positive	adult	low	7446	183	1/22/97	blood	"\min0\"""""	1997
41	1206	t19570	3	TRUE	FALSE	"flw m hys to ad gnu carc.6 hys here already,@least some of these fd carc.3 lns,no dist given from carc/hys,but prob ~60m-carc based on l8r scan.2 hys fat.baitings this sess.some driving b&f ov lug,so some in cis.eles tromp ov carc 0653.tape, no id# (0730)"	"linc present this sess, so should be added to ids present, and the n id hyenas should be 16. the lions are referred to as \lionesses,\"" and so should have their age changed to \""adult\"""""	sim	6:29:00	2	dist	NA	50-70	FALSE	10m-adult gnu carcass	lioness is 60m-carcass	talek	k	8/18/99	6:22:00	7:30:00	plate3	0.6	positive	adult	low	4118	179	7/28/96	blood	tube incorrectly says 7/29 but it's actually 7/28; min1	1996
42	1907	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	cr	7:13:00	10	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate4	0.83	positive	cub	low	13587	108	5/24/94	blood	cream; normal	1994
43	1908	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	par	7:13:00	1	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate4	0.72	positive	cub	low	4888	119	6/23/94	blood	edta	1994
44	1909	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	dd	7:13:00	2	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate4	0.1	negative	cub	low	3755	146	4/13/95	blood	NA	1995
45	1910	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	par	7:13:00	3	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate4	0.72	positive	cub	low	4888	119	6/23/94	blood	edta	1994
46	1911	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	puc	7:13:00	4	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate4	0.34	negative	cub	low	3811	231	3/14/98	blood	NA	1998
47	1912	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	mali	7:13:00	5	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate4	0.17	negative	cub	low	5470	213	7/4/97	blood	NA	1997
48	1914	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	dub	7:13:00	7	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate3	0.73	positive	adult	low	4598	269a	10/19/99	blood	edta	1999
49	1915	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	exc	7:13:00	8	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate3	0.77	positive	adult	low	6023	227	2/3/99	blood	edta	1999
50	1916	t19682	3	FALSE	FALSE	"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody"	"context should be \m,\"" as some baiting occurs this sess. male lions are only referred to as \""male lions,\"" so their age should be changed to \""unknown\"""""	amar	7:13:00	9	dist	NA	75-100	FALSE	NA	NA	talek	m	9/3/99	6:49:00	7:51:00	plate4	0.6	positive	cub	low	5525	160	10/25/95	blood	NA	1995
51	7124	t2058	2	TRUE	FALSE	3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.	sd is sdy in notes. mu is mutt in notes. gan not present.	hol	6:36:00	1	scan	NA	8-12	FALSE	NA	NA	talek	k	4/8/92	6:36:00	8:00:00	plate4	0.81	positive	adult	low	4369	9	10/25/92	blood	NA	1992
