"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dob.date","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared.date","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","age.mon.lion","age.cat.lion","hum.dist.lion","rank","stan.rank.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"11",840,"t9001",3,TRUE,FALSE,"bb","00-jan-00",1,"brt st",NA,3,FALSE,NA,NA,"talek","c",1995-12-03,"07:00:00","08:27:00",1995,4,"f","r","bsh",NA,"1","1",1989-07-13,"","talek",NA,"",1989-08-11,"","",NA,"",1990-03-13,"","","1.5","",1990-05-21,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-12-29,"dead","humans (spear)",NA,"",76.7,"adult","low",6,0.655172413793103,"low","positive",1993-12-08,52.9,"adult","low","after","1",-0.802180613127997
"12",845,"t12939",3,TRUE,FALSE,"mike","00-jan-00",1,"fd on head and neck",NA,60,FALSE,"gnu head and neck",NA,"talek","k",1997-07-26,"07:14:00","08:00:00",1997,6,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-03-27,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,1997-11-19,"dead","lions",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1994-06-10,NA,"adult",NA,"after","0",1.31324381725491
"13",850,"t12939",3,TRUE,FALSE,"pos","00-jan-00",6,"dist",NA,60,FALSE,NA,NA,"talek","k",1997-07-26,"07:14:00","08:00:00",1997,4,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-01-31,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-03-25,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1996-07-08,NA,"adult",NA,"after","0",1.31324381725491
"14",867,"t15304.2",3,FALSE,FALSE,"ua","00-jan-00",1,"mob lioness","lioness",10,FALSE,NA,"lion wlk oos w, ignores hyenas","talek","o",1998-09-09,"06:35:00","06:40:00",1998,1,"f","r","79",NA,"0","1",1987-03-01,"","talek",NA,"",1987-08-01,"","",NA,"",NA,"","",NA,"",1988-08-19,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-05-05,"dls","lions",NA,"",138.3,"adult","low",19,-0.285714285714286,"low","positive",1994-06-26,87.8,"adult","low","after","1",-0.542391647993254
"15",868,"t15304.2",3,FALSE,FALSE,"bsh","00-jan-00",1,"mob lioness","lioness",10,FALSE,NA,"lion wlk oos w, ignores hyenas","talek","o",1998-09-09,"06:35:00","06:40:00",1998,1,"f","r","kb",NA,NA,NA,1983-01-01,"","talek",NA,"",1983-01-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",NA,"",188.2,"adult","low",1,1,"low","positive",1994-05-02,136,"adult","low","after","1",-0.542391647993254
"16",940,"t9140",3,TRUE,FALSE,"rm","00-jan-00",1,"runs fast",NA,40,FALSE,NA,"response to male lion running in","talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"f","r","ua",NA,"1","1",1993-07-07,"","talek",NA,"",1993-08-20,"","",NA,"",1994-03-23,"","","0.5","",1994-07-27,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1996-09-12,"dls","inferred dead",NA,"",32.6,"adult","low",20,-0.310344827586207,"low","positive",1994-08-27,13.7,"subadult","low","after","1",0.570989631155646
"17",968,"t80249",3,FALSE,FALSE,"hel","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"f","r","mrph",NA,NA,NA,2006-02-01,"","talek",NA,"",2006-06-08,"","",NA,"",2006-11-11,"","","1","",2006-12-30,"","","19.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",83.7,"adult","hi",1,1,"hi","positive",2012-05-06,75.1,"adult",NA,"after","1",2.79775218945344
"18",970,"t80249",3,FALSE,FALSE,"amaz","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"f","r","hel",NA,"1","1",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-11-19,"","","5.5","",2009-09-29,"","","15","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",47.2,"adult","hi",3,0.914893617021277,"hi","positive",2012-06-16,40,"adult",NA,"after","1",2.79775218945344
"19",971,"t80249",3,FALSE,FALSE,"atac","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"f","r","hel",NA,"1","2",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-10-18,"","","2","",2009-07-15,"","","1","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",47.2,"adult","hi",5,0.829787234042553,"hi","positive",2012-06-13,39.9,"adult",NA,"after","1",2.79775218945344
"20",972,"t80249",3,FALSE,FALSE,"pant","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"m","r","hel",NA,"1","2",2010-12-21,"","talek",NA,"",2011-01-29,"","",NA,"",2011-06-13,"","","0.5","",2011-09-20,"","","4","",2014-01-06,"dispersal","talek.e",NA,"data from andy",NA,NA,NA,NA,NA,2015-02-01,"dls","dispersed",NA,"",25.1,"adult","hi",NA,NA,"hi","positive",2013-05-23,29,"adult",NA,"before","1",2.79775218945344
"21",975,"t9118",3,FALSE,FALSE,"dj","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","n2",NA,NA,NA,1985-11-15,"","talek",NA,"",1985-11-15,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1996-10-27,"dls","lions",NA,"",123.8,"adult","low",10,0.379310344827586,"low","positive",1991-01-19,62.1,"adult","low","after","1",-0.356828101468437
"22",976,"t9118",3,FALSE,FALSE,"hg","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","dj","zip","1","1",1992-09-15,"","talek",NA,"",1992-10-23,"","",NA,"",1993-03-29,"","","2","",1993-08-06,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2003-01-22,"dls","inferred dead",NA,"",41.8,"adult","low",11,0.310344827586207,"low","positive",1999-08-17,83,"adult","low","before","1",-0.356828101468437
"23",978,"t9118",3,FALSE,FALSE,"bsh","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","kb",NA,NA,NA,1983-01-01,"","talek",NA,"",1983-01-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",NA,"",158.3,"adult","low",1,1,"low","positive",1994-05-02,136,"adult","low","after","1",-0.356828101468437
"24",1000,"t9118",3,FALSE,FALSE,"tz","00-jan-00",1,"so",NA,30,FALSE,NA,"scan","talek","d",1996-03-11,"18:07:00","18:50:00",1996,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1993-07-05,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-02-18,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1993-08-11,NA,"adult",NA,"after","1",0.199862538106013
"25",1023,"t9185",3,FALSE,FALSE,"sx","00-jan-00",1,"scan",NA,10,FALSE,NA,"scan","talek","m",1996-05-09,"06:31:00","06:57:00",1996,1,"f","r","coch",NA,"1","1",1989-10-14,"","talek",NA,"",1989-11-21,"","",NA,"",1990-04-25,"","","0.5","",1991-01-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-07-07,"dls","inferred dead",NA,"",78.8,"adult","low",16,-0.0344827586206897,"low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.542391647993254
"26",1027,"t9185",3,FALSE,FALSE,"sy","00-jan-00",1,"brt st/lk",NA,5,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,5,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1989-09-17,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1997-02-12,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1990-12-19,NA,"adult",NA,"after","0",-0.72795519451807
"27",1028,"t9185",3,FALSE,FALSE,"fn","00-jan-00",2,"brt st/lk",NA,5,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,4,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1990-12-03,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1991-07-11,NA,"adult",NA,"after","1",-0.72795519451807
"28",1049,"t9185",3,FALSE,FALSE,"tz","00-jan-00",2,"dist",NA,4,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1993-07-05,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-02-18,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1993-08-11,NA,"adult",NA,"after","1",-0.765067903823034
"29",1180,"t13536",3,TRUE,FALSE,"hg","00-jan-00",1,"dist",NA,10,FALSE,NA,"4 lions have left, 4 remain","talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"f","r","dj","zip","1","1",1992-09-15,"","talek",NA,"",1992-10-23,"","",NA,"",1993-03-29,"","","2","",1993-08-06,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2003-01-22,"dls","inferred dead",NA,"",60,"adult","low",12,0.214285714285714,"low","positive",1999-08-17,83,"adult","low","before","1",-0.542391647993254
"30",1184,"t13536",3,TRUE,FALSE,"chic","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-12-02,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-04-09,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-11-06,NA,"adult",NA,"before","1",-0.542391647993254
"31",1219,"t19570",3,TRUE,FALSE,"bos","00-jan-00",4,"brt soc snf",NA,20,FALSE,NA,NA,"talek","k",1999-08-18,"06:22:00","07:30:00",1999,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-09-11,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-01-22,NA,"adult",NA,"after","1",-0.171264554943621
"32",1221,"t19570",3,TRUE,FALSE,"sim","00-jan-00",4,"brt soc snf",NA,20,FALSE,NA,NA,"talek","k",1999-08-18,"06:22:00","07:30:00",1999,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-06-28,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,"",NA,"adult","low",NA,NA,"low","positive",1996-07-28,NA,"adult",NA,"after","1",-0.171264554943621
"33",1222,"t15170",3,TRUE,FALSE,"sx","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","c",1998-07-28,"07:03:00","08:06:00",1998,1,"f","r","coch",NA,"1","1",1989-10-14,"","talek",NA,"",1989-11-21,"","",NA,"",1990-04-25,"","","0.5","",1991-01-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-07-07,"dls","inferred dead",NA,"",105.4,"adult","low",17,-0.142857142857143,"low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.542391647993254
"34",1223,"t15170",3,TRUE,FALSE,"vgs","00-jan-00",2,"dist",NA,20,FALSE,NA,NA,"talek","c",1998-07-28,"07:03:00","08:06:00",1998,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1997-08-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,"",NA,"adult","low",NA,NA,"low","positive",1999-03-05,NA,"adult",NA,"before","1",-0.171264554943621
"35",1244,"t18010",3,TRUE,FALSE,"gob","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-05-07,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-06-09,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-17,NA,"adult",NA,"after","1",-0.171264554943621
"36",1247,"t18010",3,TRUE,FALSE,"cuj","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"m","r","kip",NA,"1","2",1997-07-09,"","talek",NA,"",1997-07-15,"","",NA,"",1997-12-04,"","","3","",1998-08-06,"","","0.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-06-03,"dls","dispersed",NA,"",21.7,"subadult","low",NA,NA,"low","doubtful",1999-05-11,22,"subadult","low","before","0",-0.135520096051463
"37",1249,"t18010",3,TRUE,FALSE,"kip","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"f","r","who","fn","1","1",1993-12-10,"","talek",NA,"",1993-12-15,"","",NA,"",1994-08-23,"","","2","",1994-09-10,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-09-26,"dls","inferred dead",NA,"",64.7,"adult","low",7,0.6,"low","positive",1994-12-18,12.3,"subadult","low","after","1",-0.171264554943621
"38",1251,"t18010",3,TRUE,FALSE,"bsh","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"f","r","kb",NA,NA,NA,1983-01-01,"","talek",NA,"",1983-01-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",NA,"",195.9,"adult","low",1,1,"low","positive",1994-05-02,136,"adult","low","after","1",-0.171264554943621
"39",1254,"t18010",3,TRUE,FALSE,"bos","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-09-11,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-01-22,NA,"adult",NA,"after","1",-0.171264554943621
"40",1264,"t18010",3,TRUE,FALSE,"fn","00-jan-00",1,"dist",NA,5,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,3,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1990-12-03,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1991-07-11,NA,"adult",NA,"after","1",-0.72795519451807
"41",1310,"t22209",3,FALSE,FALSE,"bp","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","o",2000-02-24,"18:40:00","19:17:00",2000,3,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-06-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-04-15,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-15,NA,"adult",NA,"after","1",0.014298991581196
"42",1313,"t22209",3,FALSE,FALSE,"mig","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","o",2000-02-24,"18:40:00","19:17:00",2000,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",0.014298991581196
"43",1315,"t22209",3,FALSE,FALSE,"sein","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","o",2000-02-24,"18:40:00","19:17:00",2000,2,"f","r","bsh","rcn","1","2",1995-03-22,"","talek",NA,"",1995-05-06,"","",NA,"",1995-12-03,"","","0.5","",1996-04-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-03-09,"dead","humans (masai?)",NA,"date is when collar is found, no body is ever found. dls alive: 25-feb-02",59.1,"adult","low",3,0.733333333333333,"low","positive",1997-07-16,27.8,"adult","low","after","1",0.014298991581196
"44",1356,"t15357",3,TRUE,FALSE,"gob","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","k",1998-10-02,"06:34:00","08:03:00",1998,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-05-07,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-06-09,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-17,NA,"adult",NA,"after","1",0.014298991581196
"45",1368,"t15357",3,TRUE,FALSE,"bb","00-jan-00",6,"dist",NA,20,FALSE,NA,NA,"talek","k",1998-10-02,"06:34:00","08:03:00",1998,1,"f","r","bsh",NA,"1","1",1989-07-13,"","talek",NA,"",1989-08-11,"","",NA,"",1990-03-13,"","","1.5","",1990-05-21,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-12-29,"dead","humans (spear)",NA,"",110.6,"adult","low",10,0.357142857142857,"low","positive",1993-12-08,52.9,"adult","low","after","1",-0.171264554943621
"46",1371,"t15357",3,TRUE,FALSE,"sein","00-jan-00",9,"dist",NA,5,FALSE,NA,NA,"talek","k",1998-10-02,"06:34:00","08:03:00",1998,2,"f","r","bsh","rcn","1","2",1995-03-22,"","talek",NA,"",1995-05-06,"","",NA,"",1995-12-03,"","","0.5","",1996-04-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-03-09,"dead","humans (masai?)",NA,"date is when collar is found, no body is ever found. dls alive: 25-feb-02",42.4,"adult","low",3,0.857142857142857,"low","positive",1997-07-16,27.8,"adult","low","after","1",-0.72795519451807
"47",1372,"t15357",3,TRUE,FALSE,"pos","00-jan-00",10,"dist",NA,35,FALSE,NA,NA,"talek","k",1998-10-02,"06:34:00","08:03:00",1998,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-01-31,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-03-25,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1996-07-08,NA,"adult",NA,"after","0",0.385426084630829
"48",1512,"t11417.2",3,TRUE,FALSE,"sim","00-jan-00",2,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-04-30,"07:47:00","08:02:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-06-28,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,"",NA,"adult","low",NA,NA,"low","positive",1996-07-28,NA,"adult",NA,"after","1",-0.542391647993254
"49",1513,"t11417.2",3,TRUE,FALSE,"sks","00-jan-00",3,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-04-30,"07:47:00","08:02:00",1997,2,"m","r","ot","rcn","1","2",1995-10-16,"","talek",NA,"",1995-11-25,"","",NA,"",1996-05-30,"","","1.5","",1997-07-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-04-21,"dls","dispersed",NA,"",18.5,"subadult","low",NA,NA,"low","positive",1997-07-31,21.5,"subadult","low","before","1",-0.611420570525738
