"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","age.mon.lion","age.cat.lion","hum.dist.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","diagnosis.time","toxo.status"
"17",845,"t12939",3,TRUE,FALSE,"mike","00-jan-00",1,"fd on head and neck",NA,60,FALSE,"gnu head and neck",NA,"talek","k",1997-07-26,"07:14:00","08:00:00",1997,6,"m","i",NA,NA,NA,NA,NA,NA,NA,1997-11-19,"dead","lions",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","doubtful",1994-06-10,NA,"adult","after","0"
"18",850,"t12939",3,TRUE,FALSE,"pos","00-jan-00",6,"dist",NA,60,FALSE,NA,NA,"talek","k",1997-07-26,"07:14:00","08:00:00",1997,4,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-03-25,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","doubtful",1996-07-08,NA,"adult","after","0"
"19",867,"t15304.2",3,FALSE,FALSE,"ua","00-jan-00",1,"mob lioness","lioness",10,FALSE,NA,"lion wlk oos w, ignores hyenas","talek","o",1998-09-09,"06:35:00","06:40:00",1998,1,"f","r","79",NA,"0","1",NA,NA,NA,2001-05-05,"dls","lions",1987-03-01,NA,"talek",1988-08-19,NA,NA,138.3,"adult","low","low","positive",1994-06-26,87.8,"adult","after","1"
"20",868,"t15304.2",3,FALSE,FALSE,"bsh","00-jan-00",1,"mob lioness","lioness",10,FALSE,NA,"lion wlk oos w, ignores hyenas","talek","o",1998-09-09,"06:35:00","06:40:00",1998,1,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,188.2,"adult","low","low","positive",1994-05-02,136,"adult","after","1"
"21",869,"t15304.2",3,FALSE,FALSE,"mali","00-jan-00",1,"mob lioness","lioness",10,FALSE,NA,"lion wlk oos w, ignores hyenas","talek","o",1998-09-09,"06:35:00","06:40:00",1998,1,"f","r","jab",NA,"1","2",1997-04-08,NA,NA,2006-01-13,"dls","inferred dead",1996-10-13,NA,"talek",1997-10-01,NA,NA,22.9,"subadult","low","low","negative",1997-07-04,8.7,"cub","after","0"
"22",878,"t17492",3,TRUE,FALSE,"jj","00-jan-00",2,"dist",NA,10,FALSE,NA,"brt","talek","k",1999-03-17,"06:46:00","07:49:00",1999,1,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-29,"dead",NA,1992-09-15,NA,"talek",1993-08-06,NA,NA,78,"adult","low","low","positive",1993-08-12,10.9,"cub","after","1"
"23",879,"t17492",3,TRUE,FALSE,"mali","00-jan-00",3,"dist",NA,10,FALSE,NA,"brt","talek","k",1999-03-17,"06:46:00","07:49:00",1999,1,"f","r","jab",NA,"1","2",1997-04-08,NA,NA,2006-01-13,"dls","inferred dead",1996-10-13,NA,"talek",1997-10-01,NA,NA,29.1,"adult","low","low","negative",1997-07-04,8.7,"cub","after","0"
"24",880,"t17492",3,TRUE,FALSE,"nav","00-jan-00",4,"dist",NA,10,FALSE,NA,"brt","talek","k",1999-03-17,"06:46:00","07:49:00",1999,1,"f","r","coch","en","1","2",1993-06-08,NA,NA,2016-07-20,"dls","inferred dead",1992-11-07,NA,"talek",1993-11-29,NA,NA,76.2,"adult","low","low","negative",1993-07-21,8.4,"cub","after","0"
"25",919,"t6699",3,FALSE,FALSE,"who","00-jan-00",1,"dist",NA,40,FALSE,NA,NA,"talek","o",1994-04-04,"08:36:00","09:15:00",1994,2,"f","r","bsh","zip","0","1",NA,NA,NA,2006-12-21,NA,NA,1991-07-07,NA,"talek",1992-05-22,NA,NA,32.9,"adult","low","low","negative",1991-11-27,4.7,"cub","after","0"
"26",938,"t9140",3,TRUE,FALSE,"jone","00-jan-00",1,"runs fast",NA,40,FALSE,NA,"response to male lion running in","talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"f","r","jab","fn","1","1",1996-04-16,NA,NA,1997-05-25,"dls","inferred dead",1995-08-01,NA,"talek",1996-07-15,NA,NA,7.8,"cub","low","low","positive",1996-06-08,10.2,"cub","before","1"
"27",939,"t9140",3,TRUE,FALSE,"rinc","00-jan-00",1,"runs fast",NA,40,FALSE,NA,"response to male lion running in","talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"m","r","jab","fn","1","2",1996-04-16,NA,NA,1997-05-09,"dls","inferred dead",1995-08-01,NA,"talek",1996-07-15,NA,NA,7.8,"cub","low","low","negative",1996-06-08,10.2,"cub","before","0"
"28",940,"t9140",3,TRUE,FALSE,"rm","00-jan-00",1,"runs fast",NA,40,FALSE,NA,"response to male lion running in","talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"f","r","ua",NA,"1","1",1994-03-23,NA,NA,1996-09-12,"dls","inferred dead",1993-07-07,NA,"talek",1994-07-27,NA,NA,32.6,"adult","low","low","positive",1994-08-27,13.7,"subadult","after","1"
"29",942,"t9140",3,TRUE,FALSE,"who","00-jan-00",1,"dist",NA,20,FALSE,NA,NA,"talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"f","r","bsh","zip","0","1",NA,NA,NA,2006-12-21,NA,NA,1991-07-07,NA,"talek",1992-05-22,NA,NA,56.6,"adult","low","low","negative",1991-11-27,4.7,"cub","after","0"
"30",943,"t9140",3,TRUE,FALSE,"jab","00-jan-00",2,"dist",NA,20,FALSE,NA,NA,"talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,49.7,"adult","low","low","positive",1992-12-08,10.2,"cub","after","1"
"31",961,"t10807",3,TRUE,FALSE,"zulu","00-jan-00",1,"dist",NA,100,FALSE,NA,NA,"talek","k",1996-10-18,"06:05:00","07:08:00",1996,1,"m","r","pt",NA,"1","2",1995-01-28,NA,NA,1997-08-31,"dead","lions",1994-05-01,NA,"talek",1995-08-20,NA,NA,29.6,"adult","low","low","positive",1995-02-10,9.4,"cub","after","1"
"32",968,"t80249",3,FALSE,FALSE,"hel","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,83.7,"adult","hi","hi","positive",2012-05-06,75.1,"adult","after","1"
"33",970,"t80249",3,FALSE,FALSE,"amaz","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,47.2,"adult","hi","hi","positive",2012-06-16,40,"adult","after","1"
"34",971,"t80249",3,FALSE,FALSE,"atac","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,47.2,"adult","hi","hi","positive",2012-06-13,39.9,"adult","after","1"
"35",972,"t80249",3,FALSE,FALSE,"pant","00-jan-00",1,"scan",NA,100,FALSE,NA,NA,"talek","o",2013-01-22,"06:19:00","06:48:00",2013,1,"m","r","hel",NA,"1","2",2011-06-13,NA,NA,NA,NA,NA,2010-12-21,NA,"talek",2011-09-20,NA,NA,25.1,"adult","hi","hi","positive",2013-05-23,29,"adult","before","1"
"36",975,"t9118",3,FALSE,FALSE,"dj","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,123.8,"adult","low","low","positive",1991-01-19,62.1,"adult","after","1"
"37",976,"t9118",3,FALSE,FALSE,"hg","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","dj","zip","1","1",1993-03-29,NA,NA,2003-01-22,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,41.8,"adult","low","low","positive",1999-08-17,83,"adult","before","1"
"38",978,"t9118",3,FALSE,FALSE,"bsh","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,158.3,"adult","low","low","positive",1994-05-02,136,"adult","after","1"
"39",980,"t9118",3,FALSE,FALSE,"mp","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","dj","bag","1","1",1995-03-18,NA,NA,2013-07-13,"dls","inferred dead",1994-07-23,NA,"talek",1995-08-30,NA,NA,19.6,"subadult","low","low","negative",1995-04-10,8.6,"cub","after","0"
"40",981,"t9118",3,FALSE,FALSE,"dd","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"m","r","dj","bag","1","2",1995-03-18,NA,NA,NA,NA,NA,1994-07-23,NA,"talek",1995-08-30,NA,NA,19.6,"subadult","low","low","negative",1995-04-13,8.7,"cub","after","0"
"41",982,"t9118",3,FALSE,FALSE,"jab","00-jan-00",2,"run whps brt",NA,10,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,49.2,"adult","low","low","positive",1992-12-08,10.2,"cub","after","1"
"42",1000,"t9118",3,FALSE,FALSE,"tz","00-jan-00",1,"so",NA,30,FALSE,NA,"scan","talek","d",1996-03-11,"18:07:00","18:50:00",1996,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1993-08-11,NA,"adult","after","1"
"43",1023,"t9185",3,FALSE,FALSE,"sx","00-jan-00",1,"scan",NA,10,FALSE,NA,"scan","talek","m",1996-05-09,"06:31:00","06:57:00",1996,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,78.8,"adult","low","low","positive",1990-12-28,14.5,"subadult","after","1"
"44",1027,"t9185",3,FALSE,FALSE,"sy","00-jan-00",1,"brt st/lk",NA,5,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,5,"m","i",NA,NA,NA,NA,NA,NA,NA,1997-02-12,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","doubtful",1990-12-19,NA,"adult","after","0"
"45",1028,"t9185",3,FALSE,FALSE,"fn","00-jan-00",2,"brt st/lk",NA,5,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,4,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult","after","1"
"46",1029,"t9185",3,FALSE,FALSE,"who","00-jan-00",3,"dist",NA,7,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,5,"f","r","bsh","zip","0","1",NA,NA,NA,2006-12-21,NA,NA,1991-07-07,NA,"talek",1992-05-22,NA,NA,58.1,"adult","low","low","negative",1991-11-27,4.7,"cub","after","0"
"47",1049,"t9185",3,FALSE,FALSE,"tz","00-jan-00",2,"dist",NA,4,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1993-08-11,NA,"adult","after","1"
"48",1167,"t11259",3,FALSE,FALSE,"wash","00-jan-00",2,"dist",NA,100,FALSE,NA,NA,"talek","d",1997-03-08,"06:23:00","07:24:00",1997,1,"m","r","nav","mike","1","2",1997-06-29,NA,NA,1997-08-27,"dead","humans",1996-10-23,NA,"talek",NA,"dbw",NA,4.5,"cub","low","low","negative",1997-06-30,8.2,"cub","before","0"
"49",1168,"t11259",3,FALSE,FALSE,"nav","00-jan-00",2,"dist",NA,100,FALSE,NA,NA,"talek","d",1997-03-08,"06:23:00","07:24:00",1997,1,"f","r","coch","en","1","2",1993-06-08,NA,NA,2016-07-20,"dls","inferred dead",1992-11-07,NA,"talek",1993-11-29,NA,NA,52,"adult","low","low","negative",1993-07-21,8.4,"cub","after","0"
"50",1177,"t13536",3,TRUE,FALSE,"wr","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"f","r","bb","rcn","1","2",1995-01-25,NA,NA,2007-02-25,"dls","inferred dead",1994-06-22,NA,"talek",1995-12-30,NA,NA,38.8,"adult","low","low","negative",1995-02-12,7.7,"cub","after","0"
"51",1178,"t13536",3,TRUE,FALSE,"mp","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"f","r","dj","bag","1","1",1995-03-18,NA,NA,2013-07-13,"dls","inferred dead",1994-07-23,NA,"talek",1995-08-30,NA,NA,37.8,"adult","low","low","negative",1995-04-10,8.6,"cub","after","0"
"52",1179,"t13536",3,TRUE,FALSE,"bern","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"f","r","lg","hol","0","1",1993-06-11,NA,NA,2000-09-04,"dls","lions",1992-10-01,NA,"talek",1993-08-24,NA,NA,59.5,"adult","low","low","positive",1993-07-19,9.6,"cub","after","1"
"53",1180,"t13536",3,TRUE,FALSE,"hg","00-jan-00",1,"dist",NA,10,FALSE,NA,"4 lions have left, 4 remain","talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"f","r","dj","zip","1","1",1993-03-29,NA,NA,2003-01-22,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,60,"adult","low","low","positive",1999-08-17,83,"adult","before","1"
"54",1184,"t13536",3,TRUE,FALSE,"chic","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1997-11-06,NA,"adult","before","1"
"55",1219,"t19570",3,TRUE,FALSE,"bos","00-jan-00",4,"brt soc snf",NA,20,FALSE,NA,NA,"talek","k",1999-08-18,"06:22:00","07:30:00",1999,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1997-01-22,NA,"adult","after","1"
"56",1221,"t19570",3,TRUE,FALSE,"sim","00-jan-00",4,"brt soc snf",NA,20,FALSE,NA,NA,"talek","k",1999-08-18,"06:22:00","07:30:00",1999,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1996-07-28,NA,"adult","after","1"
"57",1222,"t15170",3,TRUE,FALSE,"sx","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","c",1998-07-28,"07:03:00","08:06:00",1998,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,105.4,"adult","low","low","positive",1990-12-28,14.5,"subadult","after","1"
"58",1223,"t15170",3,TRUE,FALSE,"vgs","00-jan-00",2,"dist",NA,20,FALSE,NA,NA,"talek","c",1998-07-28,"07:03:00","08:06:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1999-03-05,NA,"adult","before","1"
"59",1244,"t18010",3,TRUE,FALSE,"gob","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1997-07-17,NA,"adult","after","1"
"60",1247,"t18010",3,TRUE,FALSE,"cuj","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"m","r","kip",NA,"1","2",1997-12-04,NA,NA,NA,NA,NA,1997-07-09,NA,"talek",1998-08-06,NA,NA,21.7,"subadult","low","low","doubtful",1999-05-11,22,"subadult","before","0"
"61",1248,"t18010",3,TRUE,FALSE,"mrph","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,34.2,"adult","low","low","positive",1997-06-07,11.4,"cub","after","1"
"62",1249,"t18010",3,TRUE,FALSE,"kip","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,64.7,"adult","low","low","positive",1994-12-18,12.3,"subadult","after","1"
"63",1250,"t18010",3,TRUE,FALSE,"darw","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"m","r","jb","fa","0",NA,1996-12-24,NA,NA,2002-07-05,"dls",NA,1996-07-01,NA,"talek",1997-06-01,NA,NA,34,"adult","low","low","positive",1997-06-11,11.3,"cub","after","1"
"64",1251,"t18010",3,TRUE,FALSE,"bsh","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,195.9,"adult","low","low","positive",1994-05-02,136,"adult","after","1"
"65",1252,"t18010",3,TRUE,FALSE,"csn","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,14.5,"subadult","low","low","positive",1999-01-29,11.4,"cub","after","1"
"66",1253,"t18010",3,TRUE,FALSE,"ger","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"f","r","coch","en","1","1",1993-06-08,NA,NA,2005-06-02,"dead","humans",1992-11-07,NA,"talek",1993-12-01,NA,NA,77.7,"adult","low","low","negative",1993-07-12,8.1,"cub","after","0"
"67",1254,"t18010",3,TRUE,FALSE,"bos","00-jan-00",1,"so",NA,20,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1997-01-22,NA,"adult","after","1"
"68",1264,"t18010",3,TRUE,FALSE,"fn","00-jan-00",1,"dist",NA,5,FALSE,NA,NA,"talek","k",1999-05-01,"07:58:00","08:30:00",1999,3,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult","after","1"
"69",1310,"t22209",3,FALSE,FALSE,"bp","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","o",2000-02-24,"18:40:00","19:17:00",2000,3,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1997-07-15,NA,"adult","after","1"
"70",1311,"t22209",3,FALSE,FALSE,"her","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","o",2000-02-24,"18:40:00","19:17:00",2000,1,"m","r","mrph",NA,"1","2",1999-07-19,NA,NA,2003-01-10,"dls",NA,1998-11-20,NA,"talek",1999-12-09,NA,NA,15.1,"subadult","low","low","negative",1999-08-11,8.7,"cub","after","0"
